GeneID,gene,index
10311,VPS26C,9738
10312,TCIRG1,8921
10313,RTN3,7763
10317,B3GALT5,793
10318,TNIP1,9170
10319,LAMC3,4688
10320,IKZF1,4115
10321,CRISP3,1941
10324,KLHL41,4574
10325,RRAGB,7730
10326,SIRPB1,8113
10327,AKR1A1,301
10328,EMC8,2689
10331,B3GNT3,800
10332,CLEC4M,1684
10336,PCGF3,6330
10342,TFG,8978
10344,CCL26,1219
10345,TRDN,9290
10346,TRIM22,9311
10347,ABCA7,20
10352,WARS2,9771
10360,NPM3,5959
10361,NPM2,5958
10362,HMG20B,3841
10363,HMG20A,3840
10365,KLF2,4558
10367,MICU1,5235
10368,CACNG3,1068
10369,CACNG2,1067
10370,CITED2,1633
10371,SEMA3A,7954
10376,TUBA1B,9410
10379,IRF9,4279
10380,BPNT1,959
10381,TUBB3,9420
10382,TUBB4A,9421
10383,TUBB4B,9422
10388,SYCP2,8761
10389,SCML2,7872
10390,CEPT1,1492
10392,NOD1,5901
10393,ANAPC10,390
10395,DLC1,2315
10396,ATP8A1,755
10397,NDRG1,5698
10398,MYL9,5564
10399,RACK1,7262
10400,PEMT,6431
10401,PIAS3,6532
10402,ST3GAL6,8611
10403,NDC80,5693
10410,IFITM3,4055
10411,RAPGEF3,7317
10412,NSA2,6014
10413,YAP1,9877
10418,SPON1,8494
10419,PRMT5,6984
10421,CD2BP2,1301
10422,UBAC1,9483
10423,CDIPT,1397
10425,ARIH2,595
10426,TUBGCP3,9430
10427,SEC24B,7930
10430,TMEM147,9105
10432,RBM14,7364
10434,LYPLA1,4939
10435,CDC42EP2,1363
10436,EMG1,2693
10437,IFI30,4048
10438,C1D,1015
10440,TIMM17A,9040
10444,ZER1,9933
10445,MCRS1,5119
10447,FAM3C,2912
10449,ACAA2,58
10450,PPIE,6832
10451,VAV3,9694
10452,TOMM40,9205
10454,TAB1,8806
10455,ECI2,2545
10456,HAX1,3720
10457,GPNMB,3528
10458,BAIAP2,830
10459,MAD2L2,4955
10460,TACC3,8812
10461,MERTK,5183
10462,CLEC10A,1673
10463,SLC30A9,8211
10465,PPIH,6835
10466,COG5,1787
10468,FST,3163
10469,TIMM44,9045
10471,PFDN6,6461
10472,ZBTB18,9914
10474,TADA3,8820
10476,ATP5PD,726
10477,UBE2E3,9499
10478,SLC25A17,8179
10480,EIF3M,2632
10481,HOXB13,3901
10482,NXF1,6098
10483,SEC23B,7927
10484,SEC23A,7926
10486,CAP2,1114
10487,CAP1,1113
10488,CREB3,1924
10490,VTI1B,9764
10491,CRTAP,1953
10492,SYNCRIP,8772
10493,VAT1,9691
10494,STK25,8659
10497,UNC13B,9586
10498,CARM1,1138
10499,NCOA2,5678
10505,SEMA4F,7961
10507,SEMA4D,7960
10509,SEMA4B,7959
10512,SEMA3C,7956
10513,APPBP2,507
10514,MYBBP1A,5526
10516,FBLN5,2948
10519,CIB1,1618
10520,ZNF211,10009
10521,DDX17,2215
10523,CHERP,1547
10524,KAT5,4379
10525,HYOU1,4017
10526,IPO8,4254
10527,IPO7,4253
10528,NOP56,5923
10531,PITRM1,6596
10533,ATG7,682
10535,RNASEH2A,7542
10536,P3H3,6221
10537,UBD,9490
10538,BATF,840
10539,GLRX3,3409
10540,DCTN2,2191
10541,ANP32B,426
10542,LAMTOR5,4694
10544,PROCR,6991
10549,PRDX4,6927
10550,ARL6IP5,603
10551,AGR2,250
10552,ARPC1A,608
10554,AGPAT1,244
10555,AGPAT2,245
10556,RPP30,7683
10557,RPP38,7684
10558,SPTLC1,8524
10559,SLC35A1,8214
10561,IFI44,4050
10562,OLFM4,6128
10563,CXCL13,2074
10564,ARFGEF2,534
10565,ARFGEF1,533
10566,AKAP3,292
10569,SLU7,8289
10570,DPYSL4,2444
10572,SIVA1,8122
10573,MRPL28,5366
10574,CCT7,1269
10575,CCT4,1265
10576,CCT2,1263
10577,NPC2,5944
10579,TACC2,8811
10580,SORBS1,8422
10584,COLEC10,1824
10585,POMT1,6794
10587,TXNRD2,9463
10588,MTHFS,5472
10589,DRAP1,2447
10592,SMC2,8317
10594,PRPF8,7010
10597,TRAPPC2B,9279
10598,AHSA1,268
10599,SLCO1B1,8274
10600,USP16,9632
10602,CDC42EP3,1364
10603,SH2B2,8062
10605,PAIP1,6245
10606,PAICS,6244
10607,TBL3,8886
10608,MXD4,5523
10610,ST6GALNAC2,8615
10611,PDLIM5,6401
10612,TRIM3,9318
10613,ERLIN1,2780
10614,HEXIM1,3782
10615,SPAG5,8451
10616,RBCK1,7357
10617,STAMBP,8631
10618,TGOLN2,9001
10621,POLR3F,6782
10622,POLR3G,6783
10623,POLR3C,6779
10625,IVNS1ABP,4343
10627,MYL12A,5555
10628,TXNIP,9458
10629,TAF6L,8838
10630,PDPN,6406
10632,ATP5MG,724
10633,RASL10A,7344
10634,GAS2L1,3277
10635,RAD51AP1,7272
10636,RGS14,7473
10637,LEFTY1,4747
10640,EXOC5,2838
10641,NPRL2,5965
10642,IGF2BP1,4093
10643,IGF2BP3,4095
10644,IGF2BP2,4094
10645,CAMKK2,1103
10650,PRELID3A,6932
10651,MTX2,5499
10652,YKT6,9892
10653,SPINT2,8486
10654,PMVK,6715
10656,KHDRBS3,4487
10657,KHDRBS1,4485
10658,CELF1,1448
10659,CELF2,1449
10661,KLF1,4556
10663,CXCR6,2088
10664,CTCF,2014
10666,CD226,1292
10667,FARS2,2931
10670,RRAGA,7729
10671,DCTN6,2195
10672,GNA13,3431
10673,TNFSF13B,9162
10675,CSPG5,1995
10677,AVIL,776
10678,B3GNT2,799
10681,GNB5,3449
10682,EBP,2537
10686,CLDN16,1659
10687,PNMA2,6721
10690,FUT9,3182
10691,GMEB1,3420
10692,RRH,7736
10693,CCT6B,1268
10694,CCT8,1270
10695,CNPY3,1767
10699,CORIN,1861
10713,USP39,9648
10714,POLD3,6743
10716,TBR1,8890
10717,AP4B1,462
10718,NRG3,6004
10720,UGT2B11,9568
10721,POLQ,6758
10724,OGA,6120
10726,NUDC,6055
10728,PTGES3,7110
10730,YME1L1,9894
10733,PLK4,6672
10734,STAG3,8628
10735,STAG2,8627
10736,SIX2,8123
10741,RBBP9,7356
10743,RAI1,7286
10746,MAP3K2,5016
10747,MASP2,5059
10749,KIF1C,4509
10750,GRAP,3559
10752,CHL1,1557
10755,GIPC1,3376
10762,NUP50,6086
10763,NES,5779
10765,KDM5B,4477
10766,TOB2,9197
10768,AHCYL1,262
10769,PLK2,6670
10771,ZMYND11,9973
10772,SRSF10,8565
10775,POP4,6799
10776,ARPP19,615
10780,ZNF234,10023
10781,ZNF266,10035
10782,ZNF274,10038
10783,NEK6,5765
10785,WDR4,9795
10787,NCKAP1,5672
10788,IQGAP2,4261
10791,VAMP5,9681
10794,ZNF460,10099
10795,ZNF268,10037
10797,MTHFD2,5469
10799,RPP40,7685
10802,SEC24A,7929
10803,CCR9,1260
10806,SDCCAG8,7905
10808,HSPH1,3986
10810,WASF3,9775
10811,NOXA1,5937
10813,UTP14A,9662
10814,CPLX2,1895
10815,CPLX1,1894
10817,FRS3,3159
10818,FRS2,3158
10825,NEU3,5783
10840,ALDH1L1,324
10841,FTCD,3166
10842,PPP1R17,6865
10844,TUBGCP2,9429
10845,CLPX,1712
10846,PDE10A,6364
10847,SRCAP,8534
10848,PPP1R13L,6857
10850,CCL27,1220
10855,HPSE,3930
10856,RUVBL2,7781
10857,PGRMC1,6491
10859,LILRB1,4787
10863,ADAM28,155
10864,SLC22A7,8172
10869,USP19,9637
10870,HCST,3741
10874,NMU,5891
10877,CFHR4,1514
10878,CFHR3,1513
10881,ACTL7A,122
10884,MRPS30,5414
10885,WDR3,9792
10886,NPFFR2,5949
10888,GPR83,3546
10890,RAB10,7197
10891,PPARGC1A,6818
10893,MMP24,5293
10894,LYVE1,4944
10897,YIF1A,9884
10898,CPSF4,1906
10901,DHRS4,2287
10902,BRD8,971
10905,MAN1A2,4986
10907,TXNL4A,9460
10908,PNPLA6,6728
10910,SUGT1,8722
10912,GADD45G,3239
10913,EDAR,2552
10914,PAPOLA,6264
10915,TCERG1,8909
10919,EHMT2,2603
10920,COPS8,1850
10921,RNPS1,7594
10922,FASTK,2937
10923,SUB1,8715
10924,SMPDL3A,8338
10926,DBF4,2159
10927,SPIN1,8479
10928,RALBP1,7290
10929,SRSF8,8574
10933,MORF4L1,5318
10935,PRDX3,6926
10938,EHD1,2597
10939,AFG3L2,230
10940,POP1,6798
10942,PRSS21,7018
10943,MSL3,5439
10945,KDELR1,4465
10946,SF3A3,8019
10947,AP3M2,459
10948,STARD3,8636
10949,HNRNPA0,3864
10950,BTG3,998
10951,CBX1,1176
10952,SEC61B,7937
10953,TOMM34,9204
10954,PDIA5,6393
10955,SERINC3,7976
10956,OS9,6177
10959,TMED2,9096
10960,LMAN2,4816
10963,STIP1,8655
10965,ACOT2,92
10966,RAB40B,7241
10969,EBNA1BP2,2536
10970,CKAP4,1637
10971,YWHAQ,9903
10972,TMED10,9095
10973,ASCC3,633
10975,UQCR11,9609
10978,CLP1,1709
10979,FERMT2,3013
10980,COPS6,1847
10981,RAB32,7224
10982,MAPRE2,5048
10985,GCN1,3314
10987,COPS5,1846
10988,METAP2,5188
10989,IMMT,4190
10992,SF3B2,8021
10998,SLC27A5,8195
11001,SLC27A2,8194
11004,KIF2C,4521
11005,SPINK5,8482
11006,LILRB4,4790
11009,IL24,4162
11010,GLIPR1,3397
11011,TLK2,9074
11014,KDELR2,4466
11015,KDELR3,4467
11016,ATF7,666
11018,TMED1,9094
11020,IFT27,4082
11021,RAB35,7228
11022,TDRKH,8937
11023,VAX1,9695
11024,LILRA1,4785
11025,LILRB3,4789
11030,RBPMS,7389
11031,RAB31,7223
11033,ADAP1,171
11034,DSTN,2470
11035,RIPK3,7530
11036,GTF2A1L,3635
11037,STON1,8675
11041,B4GAT1,815
11044,TENT4A,8950
11047,ADRM1,223
11051,NUDT21,6063
11052,CPSF6,1907
11056,DDX52,2237
11059,WWP1,9846
11060,WWP2,9847
11064,CNTRL,1780
11065,UBE2C,9493
11066,SNRNP35,8370
11067,DEPP1,2264
11069,RAPGEF4,7318
11070,TMEM115,9103
11073,TOPBP1,9217
11074,TRIM31,9319
11076,TPPP,9250
11079,RER1,7434
11080,DNAJB4,2368
11081,KERA,4484
11083,DIDO1,2303
11085,ADAM30,156
11091,WDR5,9798
11093,ADAMTS13,161
11096,ADAMTS5,165
11098,PRSS23,7019
11099,PTPN21,7138
11100,HNRNPUL1,3883
11102,RPP14,7680
11103,KRR1,4617
11104,KATNA1,4384
11105,PRDM7,6922
11108,PRDM4,6920
11112,HIBADH,3794
11113,CIT,1631
11118,BTN3A2,1004
11119,BTN3A1,1003
11120,BTN2A1,1002
11124,FAF1,2896
11126,CD160,1276
11127,KIF3A,4522
11128,POLR3A,6777
11130,ZWINT,10249
11131,CAPN11,1118
11132,CAPN10,1117
11133,KPTN,4614
11136,SLC7A9,8265
11137,PWP1,7174
11140,CDC37,1357
11141,IL1RAPL1,4149
11143,KAT7,4382
11144,DMC1,2335
11146,GLMN,3398
11151,CORO1A,1862
11154,AP4S1,465
11155,LDB3,4738
11156,PTP4A3,7128
11157,LSM6,4903
11161,ERG28,2774
11164,NUDT5,6065
11165,NUDT3,6064
11167,FSTL1,3164
11168,PSIP1,7038
11169,WDHD1,9786
11171,STRAP,8681
11173,ADAMTS7,166
11176,BAZ2A,846
11177,BAZ1A,844
11181,TREH,9291
11183,MAP4K5,5025
11186,RASSF1,7345
11187,PKP3,6619
11190,CEP250,1479
11193,WBP4,9784
11196,SEC23IP,7928
11197,WIF1,9812
11198,SUPT16H,8736
11200,CHEK2,1546
11201,POLI,6753
11202,KLK8,4586
11211,FZD10,3195
11212,PLPBP,6680
11213,IRAK3,4266
11214,AKAP13,290
11216,AKAP10,288
11218,DDX20,2219
11221,DUSP10,2484
11222,MRPL3,5367
11224,RPL35,7656
11226,GALNT6,3262
11231,SEC63,7939
11232,POLG2,6751
11234,HPS5,3928
11235,PDCD10,6354
11236,RNF139,7559
11237,RNF24,7577
11240,PADI2,6237
11243,PMF1,6705
11244,ZHX1,9956
11248,NXPH3,6101
11250,GPR45,3543
11251,PTGDR2,7102
11252,PACSIN2,6235
11253,MAN1B1,4987
11255,HRH3,3936
11258,DCTN3,2192
11260,XPOT,9865
11261,CHP1,1572
11266,DUSP12,2485
11267,SNF8,8367
11269,DDX19B,2218
11273,ATXN2L,767
11274,USP18,9636
11275,KLHL2,4567
11276,SYNRG,8785
11282,MGAT4B,5214
11283,CYP4F8,2134
11284,PNKP,6718
11285,B4GALT7,814
11313,LYPLA2,4940
11314,CD300A,1302
11315,PARK7,6280
11316,COPE,1839
11317,RBPJL,7388
11319,ECD,2538
11320,MGAT4A,5213
11321,GPN1,3526
11322,TMC6,9091
11325,DDX42,2231
11326,VSIG4,9760
11328,FKBP9,3077
11329,STK38,8664
11331,PHB2,6495
11332,ACOT7,94
11335,CBX3,1178
11336,EXOC3,2835
11337,GABARAP,3212
11338,U2AF2,9474
11339,OIP5,6126
11340,EXOSC8,2851
11342,RNF13,7555
11343,MGLL,5219
11344,TWF2,9443
11345,GABARAPL2,3214
11346,SYNPO,8783
22794,CASC3,1142
22795,NID2,5834
22796,COG2,1784
22800,RRAS2,7734
22801,ITGA11,4300
22802,CLCA4,1650
22803,XRN2,9874
22806,IKZF3,4116
22808,MRAS,5338
22818,COPZ1,1851
22820,COPG1,1840
22821,RASA3,7330
22822,PHLDA1,6516
22823,MTF2,5465
22824,HSPA4L,3973
22826,DNAJC8,2383
22827,PUF60,7166
22828,SCAF8,7850
22832,CEP162,1475
22836,RHOBTB3,7502
22839,DLGAP4,2323
22841,RAB11FIP2,7201
22845,DOLK,2416
22848,AAK1,8
22853,LMTK2,4831
22854,NTNG1,6041
22856,CHSY1,1610
22859,ADGRL1,192
22861,NLRP1,5869
22863,ATG14,673
22866,CNKSR2,1750
22868,FASTKD2,2938
22869,ZNF510,10115
22870,PPP6R1,6905
22871,NLGN1,5860
22872,SEC31A,7933
22873,DZIP1,2518
22877,MLXIP,5273
22878,TRAPPC8,9287
22883,CLSTN1,1715
22885,ABLIM3,50
22888,UBOX5,9527
22893,BAHD1,829
22894,DIS3,2307
22895,RPH3A,7625
22897,CEP164,1476
22899,ARHGEF15,574
22900,CARD8,1135
22901,ARSG,622
22902,RUFY3,7773
22905,EPN2,2751
22906,TRAK1,9271
22908,SACM1L,7814
22909,FAN1,2917
22913,RALY,7295
22915,MMRN1,5299
22916,NCBP2,5665
22918,CD93,1342
22919,MAPRE1,5047
22920,KIFAP3,4532
22921,MSRB2,5445
22924,MAPRE3,5049
22925,PLA2R1,6633
22926,ATF6,664
22930,RAB3GAP1,7236
22931,RAB18,7209
22933,SIRT2,8116
22934,RPIA,7627
22936,ELL2,2661
22937,SCAP,7855
22938,SNW1,8393
22943,DKK1,2313
22944,KIN,4536
22948,CCT5,1266
22953,P2RX2,6206
22954,TRIM32,9320
22974,TPX2,9258
22976,PAXIP1,6309
22977,AKR7A3,309
22978,NT5C2,6031
22980,TCF25,8914
22981,NINL,5839
22984,PDCD11,6355
22985,ACIN1,80
22989,MYH15,5544
22992,KDM2A,4470
22994,CEP131,1472
22995,CEP152,1474
22999,RIMS1,7521
23001,WDFY3,9785
23002,DAAM1,2143
23007,PLCH1,6649
23011,RAB21,7212
23012,STK38L,8665
23013,SPEN,8469
23014,FBXO21,2967
23016,EXOSC7,2850
23019,CNOT1,1756
23020,SNRNP200,8369
23025,UNC13A,9585
23028,KDM1A,4468
23029,RBM34,7374
23030,KDM4B,4474
23032,USP33,9646
23033,DOP1A,2418
23035,PHLPP2,6520
23038,WDTC1,9806
23039,XPO7,9864
23040,MYT1L,5595
23041,MON2,5317
23043,TNIK,9169
23046,KIF21B,4513
23047,PDS5B,6410
23048,FNBP1,3111
23049,SMG1,8324
23054,NCOA6,5682
23057,NMNAT2,5886
23059,CLUAP1,1720
23062,GGA2,3350
23063,WAPL,9770
23064,SETX,8013
23065,EMC1,2683
23066,CAND2,1110
23067,SETD1B,8006
23070,CMTR1,1737
23071,ERP44,2786
23072,HECW1,3760
23076,RRP1B,7744
23077,MYCBP2,5534
23078,VWA8,9767
23081,KDM4C,4475
23082,PPRC1,6908
23085,ERC1,2764
23086,EXPH5,2853
23087,TRIM35,9322
23090,ZNF423,10082
23093,TTLL5,9405
23095,KIF1B,4508
23098,SARM1,7833
23107,MRPS27,5412
23108,RAP1GAP2,7311
23109,DDN,2209
23111,SPART,8457
23112,TNRC6B,9191
23113,CUL9,2062
23114,NFASC,5794
23118,TAB2,8807
23122,CLASP2,1647
23126,POGZ,6737
23127,COLGALT2,1828
23129,PLXND1,6700
23135,KDM6B,4479
23136,EPB41L3,2727
23137,SMC5,8320
23139,MAST2,5060
23141,ANKLE2,409
23144,ZC3H3,9922
23148,NACAD,5617
23152,CIC,1619
23160,WDR43,9796
23162,MAPK8IP3,5041
23163,GGA3,3351
23164,MPRIP,5332
23165,NUP205,6081
23166,STAB1,8623
23168,RTF1,7760
23171,GPD1L,3517
23172,ABRAXAS2,54
23173,METAP1,5186
23175,LPIN1,4855
23178,PASK,6296
23186,RCOR1,7401
23189,KANK1,4372
23190,UBXN4,9539
23191,CYFIP1,2101
23192,ATG4B,678
23193,GANAB,3268
23194,FBXL7,2961
23195,MDN1,5131
23197,FAF2,2897
23198,PSME4,7080
23200,ATP11B,694
23203,PMPCA,6711
23205,ACSBG1,103
23207,PLEKHM2,6663
23208,SYT11,8790
23209,MLC1,5261
23212,RRS1,7748
23214,XPO6,9863
23216,TBC1D1,8869
23218,NBEAL2,5653
23220,DTX4,2478
23221,RHOBTB2,7501
23223,RRP12,7742
23224,SYNE2,8774
23225,NUP210,6082
23229,ARHGEF9,587
23233,EXOC6B,2840
23235,SIK2,8102
23236,PLCB1,6639
23239,PHLPP1,6519
23243,ANKRD28,415
23244,PDS5A,6409
23246,BOP1,955
23248,RPRD2,7688
23250,ATP11A,693
23254,KAZN,4389
23256,SCFD1,7864
23258,DENND5A,2261
23259,DDHD2,2205
23262,PPIP5K2,6841
23263,MCF2L,5104
23265,EXOC7,2841
23266,ADGRL2,193
23268,DNMBP,2395
23269,MGA,5208
23275,POFUT2,6735
23279,NUP160,6079
23283,CSTF2T,2007
23284,ADGRL3,194
23286,WWC1,9844
23288,IQCE,4259
23291,FBXW11,2983
23293,SMG6,8326
23295,MGRN1,5221
23299,BICD2,910
23300,ATMIN,688
23301,EHBP1,2596
23303,KIF13B,4499
23304,UBR2,9532
23306,NEMP1,5776
23307,FKBP15,3068
23308,ICOSLG,4031
23309,SIN3B,8109
23310,NCAPD3,5659
23312,DMXL2,2341
23314,SATB2,7842
23318,TUT4,9440
23321,TRIM2,9309
23325,WASHC4,9780
23326,USP22,9640
23327,NEDD4L,5755
23332,CLASP1,1646
23334,SZT2,8803
23336,SYNM,8782
23338,JADE2,4347
23339,VPS39,9750
23344,ESYT1,2803
23345,SYNE1,8773
23347,SMCHD1,8322
23350,U2SURP,9475
23352,UBR4,9533
23353,SUN1,8733
23354,HAUS5,3714
23363,OBSL1,6113
23365,ARHGEF12,573
23368,PPP1R13B,6856
23369,PUM2,7168
23370,ARHGEF18,577
23371,TNS2,9193
23373,CRTC1,1954
23376,UFL1,9552
23378,RRP8,7746
23380,SRGAP2,8543
23381,SMG5,8325
23382,AHCYL2,263
23383,MAU2,5070
23385,NCSTN,5691
23387,SIK3,8103
23389,MED13L,5144
23390,ZDHHC17,9928
23392,ECPAS,2547
23394,ADNP,208
23396,PIP5K1C,6588
23397,NCAPH,5662
23398,PPWD1,6912
23399,CTDNEP1,2015
23400,ATP13A2,696
23404,EXOSC2,2845
23405,DICER1,2302
23408,SIRT5,8119
23409,SIRT4,8118
23410,SIRT3,8117
23411,SIRT1,8115
23413,NCS1,5690
23414,ZFPM2,9947
23416,KCNH3,4420
23417,MLYCD,5275
23418,CRB1,1919
23421,ITGB3BP,4321
23423,TMED3,9097
23424,TDRD7,8935
23426,GRIP1,3586
23428,SLC7A8,8264
23429,RYBP,7789
23431,AP4E1,463
23432,GPR161,3534
23433,RHOQ,7508
23435,TARDBP,8857
23438,HARS2,3707
23439,ATP1B4,704
23443,SLC35A3,8216
23450,SF3B3,8022
23451,SF3B1,8020
23456,ABCB10,22
23462,HEY1,3784
23463,ICMT,4029
23464,GCAT,3302
23466,CBX6,1181
23468,CBX5,1180
23471,TRAM1,9273
23473,CAPN7,1122
23474,ETHE1,2812
23475,QPRT,7191
23476,BRD4,969
23478,SEC11A,7918
23479,ISCU,4288
23481,PES1,6437
23492,CBX7,1182
23493,HEY2,3785
23495,TNFRSF13B,9146
23498,HAAO,3687
23499,MACF1,4950
23503,ZFYVE26,9950
23507,LRRC8B,4881
23509,POFUT1,6734
23511,NUP188,6080
23512,SUZ12,8749
23513,SCRIB,7893
23516,SLC39A14,8229
23517,MTREX,5491
23521,RPL13A,7633
23522,KAT6B,4381
23523,CABIN1,1046
23524,SRRM2,8561
23526,ARHGAP45,561
23529,CLCF1,1651
23530,NNT,5894
23531,MMD,5279
23533,PIK3R5,6572
23534,TNPO3,9188
23542,MAPK8IP2,5040
23543,RBFOX2,7359
23544,SEZ6L,8014
23545,ATP6V0A2,732
23547,LILRA4,4786
23551,RASD2,7336
23552,CDK20,1405
23554,TSPAN12,9389
23556,PIGN,6547
23557,SNAPIN,8362
23560,GTPBP4,3661
23562,CLDN14,1657
23564,DDAH2,2200
23566,LPAR3,4847
23568,ARL2BP,599
23581,CASP14,1146
23582,CCNDBP1,1239
23583,SMUG1,8343
23585,TMEM50A,9118
23587,ELP5,2681
23588,KLHDC2,4563
23590,PDSS1,6411
23592,LEMD3,4750
23593,HEBP2,3758
23594,ORC6,6171
23595,ORC3,6168
23600,AMACR,368
23601,CLEC5A,1685
23603,CORO1C,1864
23604,DAPK2,2153
23607,CD2AP,1300
23612,PHLDA3,6518
23613,ZMYND8,9974
23621,BACE1,821
23623,RUSC1,7778
23626,SPO11,8492
23627,PRND,6988
23630,KCNE5,4412
23633,KPNA6,4610
23635,SSBP2,8581
23636,NUP62,6089
23637,RABGAP1,7257
23643,LY96,4931
23644,EDC4,2555
23645,PPP1R15A,6862
23646,PLD3,6653
23647,ARFIP2,536
23649,POLA2,6739
23650,TRIM29,9317
23654,PLXNB2,6697
23657,SLC7A11,8260
23658,LSM5,4902
23659,PLA2G15,6624
23660,ZKSCAN5,9963
23673,STX12,8694
23683,PRKD3,6970
23704,KCNE4,4411
23705,CADM1,1076
23708,GSPT2,3616
23710,GABARAPL1,3213
23743,BHMT2,909
23746,AIPL1,279
23753,SDF2L1,7907
23759,PPIL2,6837
23761,PISD,6592
23762,OSBP2,6179
23764,MAFF,4964
23765,IL17RA,4134
23767,FLRT3,3093
23768,FLRT2,3092
23769,FLRT1,3091
23770,FKBP8,3076
23774,BRD1,967
23779,ARHGAP8,564
23786,BCL2L13,877
23787,MTCH1,5456
23788,MTCH2,5457
24137,KIF4A,4525
24144,TFIP11,8979
24145,PANX1,6262
24146,CLDN15,1658
24147,FJX1,3066
24148,PRPF6,7009
25758,KIAA1549L,4494
25766,PRPF40B,7008
25777,SUN2,8734
25780,RASGRP3,7341
25782,RAB3GAP2,7237
25788,RAD54B,7277
25790,CFAP45,1506
25791,NGEF,5823
25793,FBXO7,2980
25796,PGLS,6482
25797,QPCT,7190
25798,BRI3,973
25799,ZNF324,10052
25800,SLC39A6,8233
25801,GCA,3301
25802,LMOD1,4830
25804,LSM4,4901
25805,BAMBI,833
25809,TTLL1,9404
25813,SAMM50,7823
25814,ATXN10,765
25816,TNFAIP8,9138
25818,KLK5,4583
25819,NOCT,5900
25820,ARIH1,594
25821,MTO1,5488
25822,DNAJB5,2369
25824,PRDX5,6928
25827,FBXL2,2956
25828,TXN2,9453
25830,SULT4A1,8727
25834,MGAT4C,5215
25836,NIPBL,5844
25839,COG4,1786
25842,ASF1A,637
25843,MOB4,5311
25844,YIPF3,9888
25847,ANAPC13,392
25851,TECPR1,8943
25853,DCAF12,2170
25855,BRMS1,978
25861,WHRN,9811
25862,USP49,9653
25865,PRKD2,6969
25870,SUMF2,8729
25871,NEPRO,5778
25873,RPL36,7657
25879,DCAF13,2171
25884,CHRDL2,1580
25885,POLR1A,6759
25888,ZNF473,10105
25896,INTS7,4239
25897,RNF19A,7570
25898,RCHY1,7398
25902,MTHFD1L,5468
25904,CNOT10,1757
25906,ANAPC15,393
25909,AHCTF1,260
25913,POT1,6804
25915,NDUFAF3,5719
25920,NELFB,5770
25923,ATL3,686
25924,MYRIP,5592
25925,ZNF521,10120
25926,NOL11,5906
25928,SOSTDC1,8429
25929,GEMIN5,3333
25930,PTPN23,7140
25932,CLIC4,1692
25934,NIPSNAP3A,5846
25936,NSL1,6020
25937,WWTR1,9848
25939,SAMHD1,7822
25941,TPGS2,9239
25942,SIN3A,8108
25945,NECTIN3,5751
25946,ZNF385A,10072
25949,SYF2,8765
25950,RWDD3,7782
25953,PNKD,6717
25956,SEC31B,7934
25957,PNISR,6716
25960,ADGRA2,187
25962,VIRMA,9723
25966,C2CD2,1023
25970,SH2B1,8061
25973,PARS2,6291
25974,MMACHC,5277
25977,NECAP1,5747
25978,CHMP2B,1563
25979,DHRS7B,2288
25980,AAR2,11
25981,DNAH1,2346
25983,NGDN,5822
25984,KRT23,4630
25989,ULK3,9580
25994,HIGD1A,3801
25996,REXO2,7444
25998,IBTK,4021
25999,CLIP3,1698
26003,GORASP2,3492
26005,C2CD3,1024
26007,TKFC,9064
26013,L3MBTL1,4673
26015,RPAP1,7618
26018,LRIG1,4866
26019,UPF2,9597
26020,LRP10,4869
26027,ACOT11,89
26034,IPCEF1,4247
26035,GLCE,3390
26036,ZNF451,10097
26037,SIPA1L1,8111
26038,CHD5,1541
26039,SS18L1,8578
26043,UBXN7,9540
26045,LRRTM2,4888
26047,CNTNAP2,1779
26048,ZNF500,10114
26050,SLITRK5,8283
26051,PPP1R16B,6864
26052,DNM3,2394
26054,SENP6,7971
26056,RAB11FIP5,7204
26060,APPL1,508
26061,HACL1,3693
26063,DECR2,2242
26064,RAI14,7287
26065,LSM14A,4897
26085,KLK13,4579
26086,GPSM1,3550
26088,GGA1,3349
26090,ABHD12,41
26091,HERC4,3772
26092,TOR1AIP1,9220
26094,DCAF4,2174
26097,CHTOP,1614
26100,WIPI2,9817
26108,PYGO1,7184
26119,LDLRAP1,4745
26121,PRPF31,7002
26122,EPC2,2730
26123,TCTN3,8927
26127,FGFR1OP2,3047
26130,GAPVD1,3272
26133,TRPC4AP,9359
26135,SERBP1,7974
26136,TES,8956
26145,IRF2BP1,4270
26146,TRAF3IP1,9265
26147,PHF19,6506
26149,ZNF658,10170
26152,ZNF337,10059
26153,KIF26A,4516
26155,NOC2L,5897
26156,RSL1D1,7751
26160,IFT172,4080
26166,RGS22,7480
26168,SENP3,7969
26173,INTS1,4229
26190,FBXW2,2984
26191,PTPN22,7139
26205,GMEB2,3421
26224,FBXL3,2958
26227,PHGDH,6511
26228,STAP1,8632
26229,B3GAT3,797
26230,TIAM2,9030
26232,FBXO2,2966
26234,FBXL5,2960
26235,FBXL4,2959
26239,LCE2B,4719
26249,KLHL3,4573
26251,KCNG2,4415
26253,CLEC4E,1682
26256,CABYR,1049
26258,BLOC1S6,928
26259,FBXW8,2988
26260,FBXO25,2969
26263,FBXO22,2968
26267,FBXO10,2962
26268,FBXO9,2982
26269,FBXO8,2981
26270,FBXO6,2979
26271,FBXO5,2978
26272,FBXO4,2974
26273,FBXO3,2971
26275,HIBCH,3795
26276,VPS33B,9742
26277,TINF2,9054
26280,IL1RAPL2,4150
26281,FGF20,3035
26284,ERAL1,2759
26285,CLDN17,1660
26286,ARFGAP3,532
26287,ANKRD2,413
26289,AK5,285
