GeneID,gene,index
5197,PF4V1,6455
5198,PFAS,6456
5199,CFP,1520
5201,PFDN1,6457
5202,PFDN2,6458
5203,PFDN4,6459
5204,PFDN5,6460
5207,PFKFB1,6462
5208,PFKFB2,6463
5209,PFKFB3,6464
5210,PFKFB4,6465
5211,PFKL,6466
5213,PFKM,6467
5214,PFKP,6468
5216,PFN1,6469
5217,PFN2,6470
5218,CDK14,1403
5223,PGAM1,6471
5226,PGD,6477
5228,PGF,6478
5229,PGGT1B,6479
5230,PGK1,6480
5232,PGK2,6481
5236,PGM1,6486
5239,PGM5,6489
5241,PGR,6490
5243,ABCB1,21
5244,ABCB4,23
5250,SLC25A3,8187
5252,PHF1,6501
5253,PHF2,6507
5255,PHKA1,6512
5256,PHKA2,6513
5257,PHKB,6514
5260,PHKG1,6515
5264,PHYH,6522
5265,SERPINA1,7979
5266,PI3,6524
5267,SERPINA4,7982
5268,SERPINB5,7990
5269,SERPINB6,7991
5270,SERPINE2,7996
5271,SERPINB8,7992
5275,SERPINB13,7986
5277,PIGA,6538
5279,PIGC,6540
5281,PIGF,6541
5283,PIGH,6543
5284,PIGR,6551
5286,PIK3C2A,6561
5287,PIK3C2B,6562
5289,PIK3C3,6563
5290,PIK3CA,6564
5291,PIK3CB,6565
5292,PIM1,6576
5293,PIK3CD,6566
5294,PIK3CG,6567
5295,PIK3R1,6568
5296,PIK3R2,6569
5297,PI4KA,6527
5298,PI4KB,6528
5300,PIN1,6578
5304,PIP,6581
5306,PITPNA,6593
5307,PITX1,6597
5309,PITX3,6598
5310,PKD1,6604
5311,PKD2,6606
5313,PKLR,6609
5315,PKM,6610
5316,PKNOX1,6615
5317,PKP1,6617
5318,PKP2,6618
5319,PLA2G1B,6625
5320,PLA2G2A,6626
5321,PLA2G4A,6628
5322,PLA2G5,6630
5325,PLAGL1,6634
5327,PLAT,6635
5328,PLAU,6636
5329,PLAUR,6637
5330,PLCB2,6640
5331,PLCB3,6641
5332,PLCB4,6642
5333,PLCD1,6643
5335,PLCG1,6647
5336,PLCG2,6648
5337,PLD1,6651
5338,PLD2,6652
5339,PLEC,6654
5340,PLG,6664
5341,PLEK,6655
5345,SERPINF2,7998
5346,PLIN1,6665
5347,PLK1,6669
5348,FXYD1,3187
5349,FXYD3,3189
5350,PLN,6674
5351,PLOD1,6675
5352,PLOD2,6676
5354,PLP1,6678
5355,PLP2,6679
5356,PLRG1,6688
5358,PLS3,6689
5359,PLSCR1,6690
5360,PLTP,6691
5361,PLXNA1,6692
5362,PLXNA2,6693
5364,PLXNB1,6696
5365,PLXNB3,6698
5366,PMAIP1,6701
5367,PMCH,6702
5371,PML,6706
5372,PMM1,6707
5373,PMM2,6708
5375,PMP2,6709
5376,PMP22,6710
5378,PMS1,6713
5393,EXOSC9,2852
5394,EXOSC10,2844
5395,PMS2,6714
5406,PNLIP,6719
5407,PNLIPRP1,6720
5409,PNMT,6722
5411,PNN,6723
5412,UBL3,9521
5422,POLA1,6738
5423,POLB,6740
5424,POLD1,6741
5425,POLD2,6742
5426,POLE,6746
5427,POLE2,6747
5428,POLG,6750
5429,POLH,6752
5431,POLR2B,6763
5432,POLR2C,6764
5433,POLR2D,6765
5434,POLR2E,6766
5435,POLR2F,6767
5436,POLR2G,6768
5437,POLR2H,6769
5438,POLR2I,6770
5439,POLR2J,6771
5440,POLR2K,6774
5441,POLR2L,6775
5442,POLRMT,6787
5443,POMC,6789
5444,PON1,6796
5446,PON3,6797
5447,POR,6802
5449,POU1F1,6805
5450,POU2AF1,6806
5451,POU2F1,6807
5452,POU2F2,6808
5454,POU3F2,6809
5457,POU4F1,6810
5458,POU4F2,6811
5460,POU5F1,6812
5464,PPA1,6813
5465,PPARA,6815
5467,PPARD,6816
5468,PPARG,6817
5469,MED1,5138
5471,PPAT,6820
5473,PPBP,6821
5476,CTSA,2035
5478,PPIA,6829
5479,PPIB,6830
5481,PPID,6831
5493,PPL,6842
5494,PPM1A,6843
5495,PPM1B,6844
5498,PPOX,6848
5499,PPP1CA,6849
5500,PPP1CB,6850
5501,PPP1CC,6851
5506,PPP1R3A,6868
5507,PPP1R3C,6869
5509,PPP1R3D,6870
5510,PPP1R7,6873
5511,PPP1R8,6874
5514,PPP1R10,6852
5515,PPP2CA,6877
5516,PPP2CB,6878
5518,PPP2R1A,6879
5519,PPP2R1B,6880
5520,PPP2R2A,6881
5521,PPP2R2B,6882
5522,PPP2R2C,6883
5523,PPP2R3A,6885
5524,PTPA,7129
5525,PPP2R5A,6888
5526,PPP2R5B,6889
5527,PPP2R5C,6890
5528,PPP2R5D,6891
5529,PPP2R5E,6892
5530,PPP3CA,6893
5531,PPP4C,6897
5532,PPP3CB,6894
5533,PPP3CC,6895
5534,PPP3R1,6896
5536,PPP5C,6903
5537,PPP6C,6904
5538,PPT1,6909
5546,PRCC,6915
5547,PRCP,6916
5549,PRELP,6934
5550,PREP,6935
5551,PRF1,6938
5552,SRGN,8545
5553,PRG2,6939
5555,PRH2,6940
5557,PRIM1,6943
5558,PRIM2,6944
5562,PRKAA1,6945
5563,PRKAA2,6946
5564,PRKAB1,6947
5565,PRKAB2,6948
5566,PRKACA,6949
5567,PRKACB,6950
5568,PRKACG,6951
5569,PKIA,6608
5571,PRKAG1,6952
5573,PRKAR1A,6955
5575,PRKAR1B,6956
5576,PRKAR2A,6957
5577,PRKAR2B,6958
5578,PRKCA,6959
5580,PRKCD,6960
5581,PRKCE,6961
5582,PRKCG,6962
5583,PRKCH,6963
5584,PRKCI,6964
5585,PKN1,6612
5586,PKN2,6613
5587,PRKD1,6968
5588,PRKCQ,6965
5589,PRKCSH,6966
5590,PRKCZ,6967
5591,PRKDC,6971
5592,PRKG1,6972
5593,PRKG2,6973
5594,MAPK1,5027
5595,MAPK3,5034
5596,MAPK4,5035
5597,MAPK6,5036
5598,MAPK7,5037
5599,MAPK8,5038
5600,MAPK11,5029
5601,MAPK9,5042
5602,MAPK10,5028
5603,MAPK13,5031
5604,MAP2K1,5003
5605,MAP2K2,5004
5606,MAP2K3,5005
5607,MAP2K5,5007
5608,MAP2K6,5008
5609,MAP2K7,5009
5610,EIF2AK2,2609
5611,DNAJC3,2378
5613,PRKX,6977
5617,PRL,6978
5618,PRLR,6979
5619,PRM1,6980
5620,PRM2,6981
5621,PRNP,6989
5623,PSPN,7086
5624,PROC,6990
5625,PRODH,6992
5626,PROP1,6995
5627,PROS1,6996
5629,PROX1,6997
5631,PRPS1,7012
5635,PRPSAP1,7013
5636,PRPSAP2,7014
5641,LGMN,4767
5644,PRSS1,7017
5646,PRSS3,7020
5648,MASP1,5058
5649,RELN,7427
5650,KLK7,4585
5653,KLK6,4584
5654,HTRA1,4006
5657,PRTN3,7021
5660,PSAP,7023
5662,PSD,7026
5663,PSEN1,7027
5664,PSEN2,7028
5669,PSG1,7030
5671,PSG3,7032
5672,PSG4,7033
5673,PSG5,7034
5675,PSG6,7035
5678,PSG9,7037
5680,PSG11,7031
5682,PSMA1,7039
5683,PSMA2,7040
5684,PSMA3,7041
5685,PSMA4,7042
5686,PSMA5,7043
5687,PSMA6,7044
5688,PSMA7,7045
5689,PSMB1,7046
5690,PSMB2,7049
5691,PSMB3,7050
5692,PSMB4,7051
5693,PSMB5,7052
5694,PSMB6,7053
5695,PSMB7,7054
5696,PSMB8,7055
5697,PYY,7187
5698,PSMB9,7056
5699,PSMB10,7047
5700,PSMC1,7057
5701,PSMC2,7058
5702,PSMC3,7059
5704,PSMC4,7060
5705,PSMC5,7061
5706,PSMC6,7062
5707,PSMD1,7063
5708,PSMD2,7069
5709,PSMD3,7070
5710,PSMD4,7071
5711,PSMD5,7072
5713,PSMD7,7074
5714,PSMD8,7075
5715,PSMD9,7076
5716,PSMD10,7064
5717,PSMD11,7065
5718,PSMD12,7066
5719,PSMD13,7067
5720,PSME1,7077
5721,PSME2,7078
5723,PSPH,7085
5724,PTAFR,7090
5725,PTBP1,7091
5727,PTCH1,7094
5728,PTEN,7099
5729,PTGDR,7101
5730,PTGDS,7103
5731,PTGER1,7104
5732,PTGER2,7105
5733,PTGER3,7106
5734,PTGER4,7107
5737,PTGFR,7112
5738,PTGFRN,7113
5739,PTGIR,7114
5740,PTGIS,7115
5741,PTH,7118
5742,PTGS1,7116
5743,PTGS2,7117
5744,PTHLH,7121
5745,PTH1R,7119
5746,PTH2R,7120
5747,PTK2,7122
5753,PTK6,7124
5756,TWF1,9442
5757,PTMA,7125
5764,PTN,7126
5768,QSOX1,7194
5770,PTPN1,7131
5771,PTPN2,7137
5774,PTPN3,7141
5775,PTPN4,7142
5777,PTPN6,7144
5778,PTPN7,7145
5780,PTPN9,7146
5781,PTPN11,7132
5782,PTPN12,7133
5783,PTPN13,7134
5784,PTPN14,7135
5787,PTPRB,7147
5788,PTPRC,7148
5789,PTPRD,7150
5790,PTPRCAP,7149
5791,PTPRE,7151
5792,PTPRF,7152
5795,PTPRJ,7153
5796,PTPRK,7154
5797,PTPRM,7155
5798,PTPRN,7156
5799,PTPRN2,7157
5800,PTPRO,7158
5801,PTPRR,7159
5803,PTPRZ1,7161
5805,PTS,7163
5806,PTX3,7165
5810,RAD1,7263
5813,PURA,7170
5814,PURB,7171
5817,PVR,7173
5818,NECTIN1,5749
5819,NECTIN2,5750
5822,PWP2,7175
5824,PEX19,6446
5825,ABCD3,33
5826,ABCD4,34
5828,PEX2,6447
5829,PXN,7176
5830,PEX5,6450
5831,PYCR1,7178
5832,ALDH18A1,319
5834,PYGB,7181
5836,PYGL,7182
5837,PYGM,7183
5860,QDPR,7188
5861,RAB1A,7210
5862,RAB2A,7220
5864,RAB3A,7232
5865,RAB3B,7233
5867,RAB4A,7244
5868,RAB5A,7246
5869,RAB5B,7247
5870,RAB6A,7249
5871,MAP4K2,5023
5872,RAB13,7205
5873,RAB27A,7217
5874,RAB27B,7218
5878,RAB5C,7248
5879,RAC1,7258
5880,RAC2,7259
5881,RAC3,7260
5883,RAD9A,7279
5884,RAD17,7264
5885,RAD21,7266
5886,RAD23A,7268
5887,RAD23B,7269
5888,RAD51,7271
5889,RAD51C,7274
5890,RAD51B,7273
5891,MOK,5316
5892,RAD51D,7275
5893,RAD52,7276
5894,RAF1,7284
5896,RAG1,7285
5898,RALA,7288
5899,RALB,7289
5900,RALGDS,7293
5901,RAN,7299
5902,RANBP1,7300
5903,RANBP2,7302
5905,RANGAP1,7306
5906,RAP1A,7308
5908,RAP1B,7309
5909,RAP1GAP,7310
5911,RAP2A,7312
5912,RAP2B,7313
5913,RAPSN,7322
5914,RARA,7323
5915,RARB,7324
5916,RARG,7325
5919,RARRES2,7326
5921,RASA1,7328
5922,RASA2,7329
5923,RASGRF1,7337
5924,RASGRF2,7338
5925,RB1,7349
5926,ARID4A,592
5927,KDM5A,4476
5928,RBBP4,7351
5929,RBBP5,7352
5930,RBBP6,7353
5931,RBBP7,7354
5932,RBBP8,7355
5933,RBL1,7360
5934,RBL2,7361
5936,RBM4,7377
5948,RBP2,7384
5950,RBP4,7385
5954,RCN1,7400
5956,OPN1LW,6142
5959,RDH5,7409
5961,PRPH2,7011
5965,RECQL,7412
5966,REL,7424
5967,REG1A,7421
5968,REG1B,7422
5970,RELA,7425
5971,RELB,7426
5972,REN,7429
5976,UPF1,9596
5977,DPF2,2425
5978,REST,7436
5979,RET,7437
5980,REV3L,7442
5981,RFC1,7447
5982,RFC2,7448
5983,RFC3,7449
5984,RFC4,7450
5985,RFC5,7451
5987,TRIM27,9315
5990,RFX2,7456
5991,RFX3,7457
5993,RFX5,7458
5994,RFXAP,7462
5995,RGR,7467
5996,RGS1,7468
5997,RGS2,7478
5998,RGS3,7481
5999,RGS4,7482
6000,RGS7,7485
6001,RGS10,7469
6002,RGS12,7471
6003,RGS13,7472
6004,RGS16,7474
6005,RHAG,7491
6009,RHEB,7495
6010,RHO,7497
6011,GRK1,3588
6014,RIT2,7532
6015,RING1,7524
6016,RIT1,7531
6017,RLBP1,7533
6036,RNASE2,7539
6037,RNASE3,7540
6045,RNF2,7572
6047,RNF4,7582
6048,RNF5,7586
6049,RNF6,7587
6050,RNH1,7591
6051,RNPEP,7593
6059,ABCE1,35
6091,ROBO1,7596
6092,ROBO2,7597
6093,ROCK1,7600
6094,ROM1,7602
6095,RORA,7607
6096,RORB,7608
6097,RORC,7609
6100,RP9,7612
6102,RP2,7611
6117,RPA1,7613
6118,RPA2,7614
6119,RPA3,7615
6120,RPE,7620
6121,RPE65,7621
6122,RPL3,7651
6123,RPL3L,7665
6124,RPL4,7666
6125,RPL5,7668
6128,RPL6,7669
6129,RPL7,7670
6130,RPL7A,7671
6132,RPL8,7673
6133,RPL9,7674
6135,RPL11,7630
6136,RPL12,7631
6137,RPL13,7632
6138,RPL15,7635
6141,RPL18,7636
6142,RPL18A,7637
6143,RPL19,7638
6144,RPL21,7639
6146,RPL22,7640
6147,RPL23A,7643
6150,MRPL23,5363
6152,RPL24,7644
6154,RPL26,7645
6155,RPL27,7647
6156,RPL30,7652
6157,RPL27A,7648
6158,RPL28,7649
6159,RPL29,7650
6160,RPL31,7653
6161,RPL32,7654
6164,RPL34,7655
6166,RPL36AL,7659
6167,RPL37,7660
6168,RPL37A,7661
6169,RPL38,7662
6170,RPL39,7663
6171,RPL41,7667
6173,RPL36A,7658
6175,RPLP0,7675
6176,RPLP1,7676
6181,RPLP2,7677
6182,MRPL12,5351
6183,MRPS12,5397
6184,RPN1,7678
6185,RPN2,7679
6187,RPS2,7700
6188,RPS3,7711
6189,RPS3A,7712
6191,RPS4X,7713
6193,RPS5,7714
6194,RPS6,7715
6195,RPS6KA1,7716
6196,RPS6KA2,7717
6197,RPS6KA3,7718
6198,RPS6KB1,7722
6199,RPS6KB2,7723
6202,RPS8,7724
6203,RPS9,7725
6204,RPS10,7689
6205,RPS11,7690
6206,RPS12,7691
6207,RPS13,7692
6208,RPS14,7693
6209,RPS15,7694
6210,RPS15A,7695
6217,RPS16,7696
6222,RPS18,7697
6223,RPS19,7698
6224,RPS20,7701
6227,RPS21,7702
6228,RPS23,7703
6229,RPS24,7704
6230,RPS25,7705
6231,RPS26,7706
6233,RPS27A,7707
6234,RPS28,7709
6235,RPS29,7710
6237,RRAS,7733
6238,RRBP1,7735
6240,RRM1,7737
6241,RRM2,7738
6242,RTKN,7761
6249,CLIP1,1696
6251,RSU1,7756
6252,RTN1,7762
6256,RXRA,7786
6257,RXRB,7787
6258,RXRG,7788
6259,RYK,7790
6261,RYR1,7791
6262,RYR2,7792
6263,RYR3,7793
6271,S100A1,7794
6272,SORT1,8426
6275,S100A4,7800
6277,S100A6,7801
6278,S100A7,7802
6279,S100A8,7803
6280,S100A9,7804
6281,S100A10,7795
6282,S100A11,7796
6283,S100A12,7797
6285,S100B,7805
6286,S100P,7807
6288,SAA1,7813
6293,VPS52,9755
6294,SAFB,7816
6299,SALL1,7818
6300,MAPK12,5030
6303,SAT1,7839
6304,SATB1,7841
6305,SBF1,7845
6307,MSMO1,5441
6309,SC5D,7847
6310,ATXN1,764
6317,SERPINB3,7988
6318,SERPINB4,7989
6319,SCD,7862
6323,SCN1A,7874
6324,SCN1B,7875
6326,SCN2A,7876
6327,SCN2B,7877
6328,SCN3A,7878
6329,SCN4A,7880
6330,SCN4B,7881
6331,SCN5A,7882
6334,SCN8A,7883
6336,SCN10A,7873
6337,SCNN1A,7884
6338,SCNN1B,7885
6339,SCNN1D,7886
6340,SCNN1G,7887
6341,SCO1,7888
6342,SCP2,7891
6344,SCTR,7894
6345,SRL,8547
6346,CCL1,1205
6347,CCL2,1213
6348,CCL3,1222
6351,CCL4,1223
6354,CCL7,1225
6355,CCL8,1226
6356,CCL11,1206
6357,CCL13,1207
6359,CCL15,1208
6360,CCL16,1209
6361,CCL17,1210
6362,CCL18,1211
6363,CCL19,1212
6364,CCL20,1214
6366,CCL21,1215
6367,CCL22,1216
6369,CCL24,1217
6370,CCL25,1218
6372,CXCL6,2080
6373,CXCL11,2072
6374,CXCL5,2079
6375,XCL1,9852
6376,CX3CL1,2067
6382,SDC1,7900
6383,SDC2,7901
6385,SDC4,7903
6386,SDCBP,7904
6387,CXCL12,2073
6388,SDF2,7906
6389,SDHA,7908
6390,SDHB,7913
6391,SDHC,7914
6392,SDHD,7915
6396,SEC13,7920
6397,SEC14L1,7921
6398,SECTM1,7941
6399,TRAPPC2,9278
6400,SEL1L,7943
6401,SELE,7944
6402,SELL,7950
6403,SELP,7951
6404,SELPLG,7952
6405,SEMA3F,7957
6406,SEMG1,7966
6414,SELENOP,7948
6416,MAP2K4,5006
6418,SET,8004
6419,SETMAR,8012
6421,SFPQ,8028
6422,SFRP1,8030
6423,SFRP2,8031
6424,SFRP4,8032
6425,SFRP5,8033
6426,SRSF1,8564
6427,SRSF2,8568
6428,SRSF3,8569
6429,SRSF4,8570
6430,SRSF5,8571
6431,SRSF6,8572
6432,SRSF7,8573
6433,SFSWAP,8034
6434,TRA2B,9260
6439,SFTPB,8037
6440,SFTPC,8038
6441,SFTPD,8039
6442,SGCA,8042
6443,SGCB,8043
6444,SGCD,8044
6445,SGCG,8046
6446,SGK1,8050
6447,SCG5,7867
6448,SGSH,8057
6449,SGTA,8060
6453,ITSN1,4339
6455,SH3GL1,8070
6456,SH3GL2,8071
6457,SH3GL3,8072
6461,SHB,8081
6462,SHBG,8082
6464,SHC1,8083
6468,FBXW4,2985
6469,SHH,8085
6470,SHMT1,8087
6472,SHMT2,8088
6476,SI,8094
6477,SIAH1,8095
6478,SIAH2,8096
6480,ST6GAL1,8612
6482,ST3GAL1,8606
6483,ST3GAL2,8607
6484,ST3GAL4,8609
6487,ST3GAL3,8608
6489,ST8SIA1,8619
6490,PMEL,6703
6491,STIL,8652
6492,SIM1,8106
6493,SIM2,8107
6494,SIPA1,8110
6496,SIX3,8124
6497,SKI,8133
6498,SKIL,8134
6500,SKP1,8135
6502,SKP2,8136
6503,SLA,8137
6504,SLAMF1,8140
6505,SLC1A1,8165
6506,SLC1A2,8166
6513,SLC2A1,8197
6514,SLC2A2,8199
6515,SLC2A3,8200
6518,SLC2A5,8201
6519,SLC3A1,8237
6520,SLC3A2,8238
6521,SLC4A1,8243
6523,SLC5A1,8248
6524,SLC5A2,8249
6525,SMTN,8340
6527,SLC5A4,8250
6529,SLC6A1,8254
6531,SLC6A3,8256
6532,SLC6A4,8257
6536,SLC6A9,8258
6543,SLC8A2,8267
6546,SLC8A1,8266
6547,SLC8A3,8268
6548,SLC9A1,8269
6549,SLC9A2,8270
6550,SLC9A3,8271
6553,SLC9A5,8272
6554,SLC10A1,8143
6557,SLC12A1,8145
6558,SLC12A2,8146
6559,SLC12A3,8147
6566,SLC16A1,8153
6567,SLC16A2,8155
6568,SLC17A1,8159
6570,SLC18A1,8162
6572,SLC18A3,8163
6573,SLC19A1,8164
6575,SLC20A2,8167
6579,SLCO1A2,8273
6580,SLC22A1,8168
6582,SLC22A2,8171
6585,SLIT1,8279
6586,SLIT3,8281
6588,SLN,8286
6590,SLPI,8287
6591,SNAI2,8350
6594,SMARCA1,8302
6595,SMARCA2,8303
6596,HLTF,3837
6597,SMARCA4,8304
6598,SMARCB1,8308
6599,SMARCC1,8309
6601,SMARCC2,8310
6602,SMARCD1,8311
6603,SMARCD2,8312
6604,SMARCD3,8313
6605,SMARCE1,8314
6606,SMN1,8329
6607,SMN2,8330
6608,SMO,8332
6609,SMPD1,8334
6610,SMPD2,8335
6611,SMS,8339
6612,SUMO3,8732
6613,SUMO2,8731
6614,SIGLEC1,8098
6615,SNAI1,8349
6616,SNAP25,8353
6617,SNAPC1,8357
6618,SNAPC2,8358
6619,SNAPC3,8359
6620,SNCB,8365
6621,SNAPC4,8360
6622,SNCA,8363
6624,FSCN1,3160
6625,SNRNP70,8373
6626,SNRPA,8374
6627,SNRPA1,8375
6628,SNRPB,8376
6629,SNRPB2,8377
6631,SNRPC,8378
6632,SNRPD1,8379
6633,SNRPD2,8380
6634,SNRPD3,8381
6635,SNRPE,8382
6636,SNRPF,8383
6637,SNRPG,8384
6638,SNRPN,8385
6640,SNTA1,8386
6641,SNTB1,8387
6642,SNX1,8394
6643,SNX2,8399
6645,SNTB2,8388
6646,SOAT1,8410
6647,SOD1,8416
6648,SOD2,8417
6649,SOD3,8418
6651,SON,8421
6652,SORD,8424
6653,SORL1,8425
6655,SOS2,8427
6656,SOX1,8430
6657,SOX2,8434
6658,SOX3,8435
6659,SOX4,8436
6660,SOX5,8437
6662,SOX9,8439
6663,SOX10,8431
6667,SP1,8440
6670,SP3,8443
6672,SP100,8441
6674,SPAG1,8447
6675,UAP1,9476
6676,SPAG4,8450
6678,SPARC,8455
6687,SPG7,8471
6688,SPI1,8475
6689,SPIB,8476
6690,SPINK1,8480
6691,SPINK2,8481
6692,SPINT1,8485
6693,SPN,8489
6694,SPP2,8498
6696,SPP1,8497
6697,SPR,8502
6698,SPRR1A,8506
6699,SPRR1B,8507
6700,SPRR2A,8508
6704,SPRR2E,8509
6706,SPRR2G,8510
6707,SPRR3,8511
6709,SPTAN1,8519
6711,SPTBN1,8520
6712,SPTBN2,8521
6713,SQLE,8529
6714,SRC,8533
6716,SRD5A2,8536
6717,SRI,8546
6718,AKR1D1,307
6720,SREBF1,8538
6721,SREBF2,8539
6722,SRF,8541
6723,SRM,8548
6726,SRP9,8553
6727,SRP14,8549
6728,SRP19,8550
6729,SRP54,8551
6730,SRP68,8552
6732,SRPK1,8554
6733,SRPK2,8555
6734,SRPRA,8556
6737,TRIM21,9310
6738,RO60,7595
6741,SSB,8579
6742,SSBP1,8580
6745,SSR1,8588
6746,SSR2,8589
6747,SSR3,8590
6748,SSR4,8591
6749,SSRP1,8592
6751,SSTR1,8593
6752,SSTR2,8594
6753,SSTR3,8595
6755,SSTR5,8596
6756,SSX1,8598
6757,SSX2,8599
6760,SS18,8577
6767,ST13,8604
6768,ST14,8605
6769,STAC,8625
6770,STAR,8634
6772,STAT1,8639
6773,STAT2,8640
6774,STAT3,8641
6775,STAT4,8642
6776,STAT5A,8643
6777,STAT5B,8644
6778,STAT6,8645
6779,STATH,8646
6780,STAU1,8647
6782,HSPA13,3966
6783,SULT1E1,8724
6785,ELOVL4,2673
6786,STIM1,8653
6788,STK3,8661
6789,STK4,8667
6790,AURKA,772
6792,CDKL5,1416
6793,STK10,8656
6794,STK11,8657
6795,AURKC,775
6799,SULT1A2,8723
6801,STRN,8685
6804,STX1A,8699
6809,STX3,8702
6810,STX4,8703
6811,STX5,8704
6812,STXBP1,8708
6813,STXBP2,8709
6814,STXBP3,8710
6820,SULT2B1,8726
6821,SUOX,8735
6822,SULT2A1,8725
6827,SUPT4H1,8739
6829,SUPT5H,8740
6830,SUPT6H,8741
6832,SUPV3L1,8743
6833,ABCC8,29
6834,SURF1,8744
6836,SURF4,8745
6837,MED22,5153
6838,SURF6,8746
6839,SUV39H1,8747
6840,SVIL,8752
6843,VAMP1,9677
6844,VAMP2,9678
6845,VAMP7,9682
6846,XCL2,9853
6847,SYCP1,8760
6850,SYK,8766
6853,SYN1,8768
6854,SYN2,8769
6855,SYP,8786
6857,SYT1,8788
6860,SYT4,8794
6861,SYT5,8795
6863,TAC1,8809
6865,TACR2,8815
6867,TACC1,8810
6868,ADAM17,150
6869,TACR1,8814
6870,TACR3,8816
6871,TADA2A,8818
6872,TAF1,8821
6873,TAF2,8831
6874,TAF4,8833
6875,TAF4B,8834
6876,TAGLN,8845
6877,TAF5,8835
6878,TAF6,8837
6879,TAF7,8839
6880,TAF9,8842
6881,TAF10,8822
6882,TAF11,8823
6883,TAF12,8824
6884,TAF13,8825
6885,MAP3K7,5021
6886,TAL1,8846
6888,TALDO1,8847
6890,TAP1,8854
6892,TAPBP,8855
6895,TARBP2,8856
6900,CNTN2,1774
6902,TBCA,8878
6903,TBCC,8880
6904,TBCD,8881
6905,TBCE,8882
6906,SERPINA7,7984
6908,TBP,8887
6909,TBX2,8893
6910,TBX5,8899
6915,TBXA2R,8900
6917,TCEA1,8902
6919,TCEA2,8903
6920,TCEA3,8904
6921,ELOC,2669
6923,ELOB,2668
6924,ELOA,2666
6925,TCF4,8916
6926,TBX3,8897
6927,HNF1A,3859
6928,HNF1B,3860
6929,TCF3,8915
6932,TCF7,8917
6934,TCF7L2,8919
6936,GCFC2,3306
6938,TCF12,8910
6940,ZNF354A,10065
6941,TCF19,8911
6942,TCF20,8912
6943,TCF21,8913
6944,VPS72,9757
6945,MLX,5272
6950,TCP1,8923
6954,TCP11,8924
6990,DYNLT3,2512
6993,DYNLT1,2511
6996,TDG,8928
6999,TDO2,8929
7001,PRDX2,6925
7003,TEAD1,8938
7004,TEAD4,8941
7005,TEAD3,8940
7006,TEC,8942
100124696,TEC,8942
7010,TEK,8946
7011,TEP1,8951
7013,TERF1,8952
7014,TERF2,8953
7015,TERT,8955
7018,TF,8964
7019,TFAM,8965
7021,TFAP2B,8966
7022,TFAP2C,8967
7023,TFAP4,8969
7025,NR2F1,5986
7026,NR2F2,5987
7027,TFDP1,8972
7029,TFDP2,8973
7030,TFE3,8975
7031,TFF1,8977
7035,TFPI,8980
7036,TFR2,8982
7037,TFRC,8983
7038,TG,8984
7039,TGFA,8985
7040,TGFB1,8986
7041,TGFB1I1,8987
7042,TGFB2,8988
7043,TGFB3,8989
7044,LEFTY2,4748
7045,TGFBI,8990
7046,TGFBR1,8991
7048,TGFBR2,8992
7049,TGFBR3,8993
7050,TGIF1,8995
7051,TGM1,8998
7052,TGM2,8999
7054,TH,9003
7056,THBD,9007
7057,THBS1,9008
7058,THBS2,9009
7059,THBS3,9010
7060,THBS4,9011
7062,TCHH,8920
7067,THRA,9020
7068,THRB,9022
7069,THRSP,9023
7070,THY1,9026
7072,TIA1,9027
7073,TIAL1,9028
7074,TIAM1,9029
7076,TIMP1,9051
7077,TIMP2,9052
7078,TIMP3,9053
7080,NKX2-1,5853
7082,TJP1,9059
7083,TK1,9062
7084,TK2,9063
7086,TKT,9065
7087,ICAM5,4027
7088,TLE1,9068
7089,TLE2,9069
7090,TLE3,9070
7091,TLE4,9071
7092,TLL1,9075
7093,TLL2,9076
7094,TLN1,9077
7095,SEC62,7938
7096,TLR1,9079
7097,TLR2,9081
7098,TLR3,9082
7099,TLR4,9083
7101,NR2E1,5984
7102,TSPAN7,9392
7108,TM7SF2,9088
7109,TRAPPC10,9275
7110,TMF1,9123
7111,TMOD1,9125
7112,TMPO,9129
7113,TMPRSS2,9130
7114,TMSB4X,9132
7122,CLDN5,1668
7123,CLEC3B,1679
7124,TNF,9135
7125,TNNC2,9177
7126,TNFAIP1,9136
7128,TNFAIP3,9137
7132,TNFRSF1A,9151
7133,TNFRSF1B,9152
7134,TNNC1,9176
7135,TNNI1,9178
7136,TNNI2,9179
7137,TNNI3,9180
7138,TNNT1,9182
7140,TNNT3,9183
7141,TNP1,9184
7142,TNP2,9185
7143,TNR,9189
7145,TNS1,9192
7148,TNXB,9196
7150,TOP1,9212
7153,TOP2A,9214
7155,TOP2B,9215
7157,TP53,9226
7158,TP53BP1,9228
7159,TP53BP2,9229
7161,TP73,9234
7163,TPD52,9235
7164,TPD52L1,9236
7165,TPD52L2,9237
7166,TPH1,9240
7167,TPI1,9242
7168,TPM1,9244
7169,TPM2,9245
7170,TPM3,9246
7171,TPM4,9247
7173,TPO,9248
7174,TPP2,9249
7175,TPR,9251
7177,TPSAB1,9254
7178,TPT1,9257
7180,CRISP2,1940
7181,NR2C1,5981
7182,NR2C2,5982
7184,HSP90B1,3965
7185,TRAF1,9262
7186,TRAF2,9263
7187,TRAF3,9264
7188,TRAF5,9267
7189,TRAF6,9268
7200,TRH,9297
7201,TRHR,9298
7203,CCT3,1264
7204,TRIO,9341
7205,TRIP6,9346
7216,TRO,9353
7220,TRPC1,9356
7222,TRPC3,9357
